aav2020;libelle;dep;region;lat;lon;population;nb_docteurs_pondere;densite_100k
091;Carcassonne;11;Occitanie;43.24560039250731;2.3547540924730517;125087.0;8.916666667;7.128371986697258
092;Fréjus;83;Provence-Alpes-Côte d'Azur;43.463873099455185;6.715508990518471;134188.0;21.483333331;16.00987668867559
093;Agen;47;Nouvelle-Aquitaine;44.183682103195736;0.6318265167887722;121539.0;7.0;5.759468154255013
094;Saint-Quentin;02;Hauts-de-France;49.85336871278483;3.313264597699114;117917.0;10.499999997;8.904568465106813
095;Épinal;88;Grand Est;48.19346932424552;6.432579970957262;118973.0;6.0;5.043161053348238
096;Saint-Omer;62;Hauts-de-France;50.690550942933946;2.1964683586017273;116507.0;4.0;3.433270103942253
097;Nevers;58;Bourgogne-Franche-Comté;47.001161538485036;3.2164898612253294;113658.0;5.7;5.015045135406219
098;Ajaccio;2A;Corse;41.99790787837228;8.908314664123509;122675.0;9.399999997;7.662522923986142
100;Châteauroux;36;Centre-Val de Loire;46.79912826029093;1.6692596539823454;111293.0;6.833333334;6.139948904243752
101;Périgueux;24;Nouvelle-Aquitaine;45.18695864516989;0.7565312293653194;114362.0;12.892857143;11.273724788828458
102;Auxerre;89;Bourgogne-Franche-Comté;47.76550319425011;3.544665009069284;111085.0;2.333333333;2.100493615699689
103;Rodez;12;Occitanie;44.37965346804378;2.563184088911868;113203.0;8.166666667;7.2141786586927905
104;Bastia;2B;Corse;42.592892609873914;9.375593296122188;115480.0;11.25;9.741946657429857
105;Castres;81;Occitanie;43.603740612047794;2.2531134670782222;105338.0;4.416666667;4.192852215724621
106;Mont-de-Marsan;40;Nouvelle-Aquitaine;43.93790271497002;-0.475573874612105;104283.0;7.562728934;7.252120608344601
107;Montélimar;26;Auvergne-Rhône-Alpes;44.55559202792877;4.790736903378283;101483.0;8.566666665;8.44147952366406
108;Cambrai;59;Hauts-de-France;50.133897642908956;3.2337675862834163;92785.0;10.619047624;11.444789162041278
109;Montluçon;03;Auvergne-Rhône-Alpes;46.371405170769194;2.5760366430991284;89089.0;6.0;6.734838195512353
110;Vichy;03;Auvergne-Rhône-Alpes;46.13071668810286;3.478435063793957;91794.0;6.499999999;7.081072835915201
111;Dax;40;Nouvelle-Aquitaine;43.726919191748735;-1.006194368468941;95061.0;12.962728935;13.63622193644081
112;Châlons-en-Champagne;51;Grand Est;48.93378710394331;4.438404594537119;85439.0;4.033333333;4.720716924355388
113;Lannion;22;Bretagne;48.7085528628485;-3.419610758977516;86743.0;4.45;5.130096953068259
114;Dieppe;76;Normandie;49.87469199249862;1.152777711812933;82153.0;5.25;6.390515258115954
115;Le Puy-en-Velay;43;Auvergne-Rhône-Alpes;45.03747206021339;3.875807879891554;82905.0;8.125;9.800373921958869
116;Alençon;61;Normandie;48.45079388760348;0.08708910762117499;80391.0;3.791666666;4.716531285840455
117;Châtellerault;86;Nouvelle-Aquitaine;46.835410715504175;0.5647577023671847;79163.0;1.5;1.8948246024026376
118;Sens;89;Bourgogne-Franche-Comté;48.18993314880021;3.3719701838878264;81847.0;5.033333333;6.149685795447603
119;Gap;05;Provence-Alpes-Côte d'Azur;44.567757078063046;6.071248307738538;82974.0;8.666666669;10.4450390110155
120;Saintes;17;Nouvelle-Aquitaine;45.73968368909521;-0.6377556059966654;80997.0;4.4;5.432299961726978
121;Sarreguemines (partie française);57;Grand Est;49.05006624650809;7.104113368438615;76104.0;2.333333333;3.065979886733943
122;Moulins;03;Auvergne-Rhône-Alpes;46.55617444847849;3.3404533198897903;76383.0;2.666666666;3.491178228139769
123;Aurillac;15;Auvergne-Rhône-Alpes;44.911506982816846;2.3937478455422214;78011.0;3.0;3.8456115163246207
124;Saint-Lô;50;Normandie;49.09301659910448;-1.0910031558307216;77453.0;5.133333331;6.627675275328264
125;Béthune;62;Hauts-de-France;50.53944439095054;2.611505356945114;76567.0;5.972619051;7.800513342562722
126;Draguignan;83;Provence-Alpes-Côte d'Azur;43.54266634583338;6.442386015903367;81659.0;4.549999999;5.571951651379517
127;Haguenau;67;Grand Est;48.867463020506094;7.7851150001895135;78898.0;13.792857142;17.481884384902028
128;Soissons;02;Hauts-de-France;49.389089819519036;3.3415354240414765;73820.0;5.416666667;7.337668202384178
129;Bergerac;24;Nouvelle-Aquitaine;44.85209379515821;0.49812079182672336;74978.0;6.035714286;8.049980375576837
130;Montargis;45;Centre-Val de Loire;47.97144221321943;2.737701188435397;72731.0;4.999999999;6.874647672931762
131;Royan;17;Nouvelle-Aquitaine;45.65210557395354;-0.9369262133526085;74917.0;5.3499999990000005;7.141236300172191
132;Lons-le-Saunier;39;Bourgogne-Franche-Comté;46.66242438500431;5.548058547815707;71192.0;1.619047622;2.274198817282841
133;Saumur;49;Pays de la Loire;47.276322532547404;-0.08497441043063735;70129.0;5.666666666;8.080347168788947
134;Dole;39;Bourgogne-Franche-Comté;47.05234547730887;5.486850732001545;69463.0;4.55;6.550249773260584
135;Salon-de-Provence;13;Provence-Alpes-Côte d'Azur;43.682027834437356;5.059783099600746;68676.0;8.333333333;12.134273010949968
136;Laon;02;Hauts-de-France;49.60302597196073;3.6597984507688266;66872.0;2.033333332;3.0406348426845318
137;Manosque;04;Provence-Alpes-Côte d'Azur;43.840034876152764;5.864213756578006;70266.0;4.238095237;6.03150205931745
138;Vesoul;70;Bourgogne-Franche-Comté;47.663664861696056;6.072357803547614;66829.0;2.0;2.992712744467222
139;Les Sables-d'Olonne;85;Pays de la Loire;46.52764104115624;-1.6884063808086045;74530.0;5.8;7.782101167315174
140;Rochefort;17;Nouvelle-Aquitaine;45.92396120887966;-0.8917204995008087;66948.0;3.633333333;5.427097647427854
141;Romans-sur-Isère;26;Auvergne-Rhône-Alpes;45.10840322663622;5.096177086935278;66293.0;4.0;6.033819558626099
142;Saint-Dié-des-Vosges;88;Grand Est;48.28625755707328;6.964457521114036;63136.0;1.142857143;1.8101513288773443
143;Aubenas;07;Auvergne-Rhône-Alpes;44.64443259507076;4.322951874731543;66387.0;4.666666666;7.029488704113758
144;Louviers;27;Normandie;49.20940206425849;1.1502231242004706;65214.0;1.5;2.3001196062195235
145;Auch;32;Occitanie;43.633726820232724;0.5652065005956052;64667.0;11.566666666;17.886505738630213
146;Saint-Dizier;52;Grand Est;48.579578758800146;4.947211161342182;59934.0;1.333333332;2.224669356291921
147;Roussillon;38;Auvergne-Rhône-Alpes;45.32183442878637;4.8565466471580905;64698.0;2.2;3.400414232279205
148;Carpentras;84;Provence-Alpes-Côte d'Azur;44.073235274153056;5.16981860524541;65946.0;6.583333333;9.982915314044824
149;Morlaix;29;Bretagne;48.55212722589071;-3.7839339356537733;62689.0;5.5;8.773469029654326
150;Arles;13;Provence-Alpes-Côte d'Azur;43.56445176103545;4.662621096311182;60221.0;7.958333332;13.215212852659372
151;Thonon-les-Bains;74;Auvergne-Rhône-Alpes;46.34106305845807;6.596680555034963;65040.0;7.333333332;11.27511274907749
152;Cognac;16;Nouvelle-Aquitaine;45.69272624968777;-0.3163092644221273;59017.0;4.2;7.116593523899893
153;Cahors;46;Occitanie;44.44442677081702;1.4529791184196759;60128.0;8.185714284;13.61381433608302
154;Villeneuve-sur-Lot;47;Nouvelle-Aquitaine;44.43112745117888;0.7329899226935978;59597.0;4.25;7.131231437824052
155;Ancenis-Saint-Géréon;44;Pays de la Loire;47.44485481971807;-1.154351244772658;60534.0;3.783333332;6.249931165956323
156;Auchel - Lillers;62;Hauts-de-France;50.511260531842574;2.4337284027374544;56585.0;0.0;0.0
157;Épernay;51;Grand Est;49.016045429677966;3.9356074908458827;55524.0;6.0;10.80613788631943
158;Sélestat;67;Grand Est;48.28744445908972;7.424594576406215;57602.0;4.792857143;8.320643628693448
159;Libourne;33;Nouvelle-Aquitaine;44.97218266009686;-0.15793491081975086;56101.0;12.134920636;21.630489003761074
160;Chaumont;52;Grand Est;48.095243682378324;5.132003397934459;53605.0;3.333333332;6.2183254024811125
161;Annonay;07;Auvergne-Rhône-Alpes;45.2245771769895;4.6328926098678584;57937.0;1.333333333;2.301350316723337
162;Lisieux;14;Normandie;49.09932058556818;0.24235633035492068;54639.0;4.666666667;8.540907899119677
163;Cluses;74;Auvergne-Rhône-Alpes;46.05247229473734;6.563751022813112;56989.0;1.166666666;2.047178694133956
164;Abbeville;80;Hauts-de-France;50.140437703090065;1.8440934824621202;53858.0;7.766666663;14.420636976865088
165;Orange;84;Provence-Alpes-Côte d'Azur;44.15895350331205;4.816356554711546;55885.0;5.166666665;9.245176102710925
166;Agde;34;Occitanie;43.346803450888714;3.475914361128993;57696.0;2.333333333;4.044185615987244
167;Albertville;73;Auvergne-Rhône-Alpes;45.66335731617514;6.395278156437634;56202.0;4.5;8.006832497064162
168;Oyonnax;01;Auvergne-Rhône-Alpes;46.2680081497118;5.620404007174091;54071.0;3.73809524;6.913308871668732
169;Vitré;35;Bretagne;48.11514822157459;-1.1789318184916333;55129.0;4.499999998;8.162672999691631
170;Sarrebourg;57;Grand Est;48.70955216000594;7.031731415527915;51941.0;0.0;0.0
171;Flers;61;Normandie;48.73159247885678;-0.5793584257813786;51303.0;0.0;0.0
172;Fougères;35;Bretagne;48.3810581932937;-1.173960351435454;52236.0;5.066666671;9.699568632743702
173;Les Herbiers;85;Pays de la Loire;46.86303479506099;-0.9876146080456409;52782.0;4.658333332;8.825609738168316
174;Beaune;21;Bourgogne-Franche-Comté;47.013284293950626;4.8481848063403925;50064.0;1.333333333;2.663257696148929
175;Marmande;47;Nouvelle-Aquitaine;44.49423584379445;0.1740737177421349;50687.0;2.583333333;5.096638848225383
176;Montceau-les-Mines;71;Bourgogne-Franche-Comté;46.64249642316805;4.316503839663323;48164.0;1.5;3.1143592724856743
177;Bar-le-Duc;55;Grand Est;48.78279176997319;5.195449534640723;47663.0;1.666666667;3.4967724797012356
178;Saint-Avold (partie française);57;Grand Est;49.08990405491007;6.706983177523003;48157.0;2.666666666;5.53744349938742
179;Guéret;23;Nouvelle-Aquitaine;46.17058504400764;1.8699728300880678;48421.0;1.174603176;2.4258135437103734
180;Challans;85;Pays de la Loire;46.867921552862704;-1.8721984731915298;53747.0;5.717857142;10.638467527489906
181;Pontarlier;25;Bourgogne-Franche-Comté;46.93429803631205;6.258643298613723;51779.0;2.0;3.862569767666429
182;Vendôme;41;Centre-Val de Loire;47.82153205519453;1.0487292193048026;46617.0;4.366666666;9.367112139348308
183;Le Creusot;71;Bourgogne-Franche-Comté;46.79857996582418;4.433999370709426;46285.0;4.0;8.642108674516582
184;Longwy;54;Grand Est;49.46720845627254;5.705385637860967;50282.0;0.5;0.9943916312000319
185;Bagnols-sur-Cèze;30;Occitanie;44.170552539586886;4.561925676458784;48680.0;1.666666666;3.423719527526705
186;Granville;50;Normandie;48.83138404777418;-1.4712469136779887;49000.0;3.899999999;7.959183671428571
187;Dinan;22;Bretagne;48.439580509343216;-2.0920947906736345;49262.0;3.083333333;6.259050247655394
188;Redon;35;Bretagne;47.67598471283055;-2.0576170655516424;48310.0;6.016666671;12.454288286069138
189;Bressuire;79;Nouvelle-Aquitaine;46.85991011900777;-0.5020339593854968;47524.0;1.95;4.1031899671744805
190;Pierrelatte;26;Auvergne-Rhône-Alpes;44.36824262523967;4.699706854669524;48080.0;0.5;1.0399334442595674
191;Sablé-sur-Sarthe;72;Pays de la Loire;47.843813804340314;-0.2845994627915491;45798.0;0.583333333;1.2737091859906546
192;Saint-Hilaire-de-Riez;85;Pays de la Loire;46.71086014741051;-1.8554528809846929;51013.0;1.4;2.744398486660263
193;Verdun;55;Grand Est;49.139245551997995;5.3540408253657095;44053.0;0.666666666;1.5133286405012143
194;Issoire;63;Auvergne-Rhône-Alpes;45.47282119332392;3.2639216813188243;45552.0;2.333333333;5.122351012030207
195;Saint-Gaudens;31;Occitanie;43.09296660857251;0.7270814018154516;45285.0;2.5;5.5205918074417575
196;Gien;45;Centre-Val de Loire;47.6602886696964;2.679424154687631;43032.0;1.833333333;4.260395363915226
197;Forbach (partie française);57;Grand Est;49.157936362158345;6.902415510032609;42032.0;5.0;11.895698515416825
198;Vire Normandie;14;Normandie;48.85610597377736;-0.8812012084270654;42949.0;2.666666666;6.208914447367808
199;Pamiers;09;Occitanie;43.095480254467354;1.6674698508199985;44858.0;1.333333333;2.9723423536492932
200;Sète;34;Occitanie;43.39102052530085;3.6455594592580365;45337.0;5.627777777;12.413211674791011
201;Cavaillon;84;Provence-Alpes-Côte d'Azur;43.82285450902155;5.083149560570235;42342.0;2.833333333;6.691543462755656
202;Montaigu-Vendée;85;Pays de la Loire;46.94586391702018;-1.2921381140436037;44851.0;2.416666666;5.388211335310249
203;Romorantin-Lanthenay;41;Centre-Val de Loire;47.348438909687644;1.7617920831026745;41967.0;0.0;0.0
204;Fontenay-le-Comte;85;Pays de la Loire;46.466523672549044;-0.8222163197439564;42260.0;2.9;6.862281116895409
205;Coutances;50;Normandie;49.05417023011687;-1.4391665274968073;41867.0;1.333333333;3.184688019203669
206;Tulle;19;Nouvelle-Aquitaine;45.29783117862688;1.8177482730649166;39048.0;1.833333333;4.695076144744929
207;Pontivy;56;Bretagne;48.06117841698707;-2.9859091023835793;40811.0;3.899999999;9.556247087794956
208;Vierzon;18;Centre-Val de Loire;47.22953028113552;2.0479251011345276;38868.0;0.0;0.0
209;Château-Thierry;02;Hauts-de-France;49.11306868567225;3.4411457520057387;39082.0;0.666666667;1.7058151246097946
210;Montbrison;42;Auvergne-Rhône-Alpes;45.63321360501664;4.008232129327347;38678.0;5.416666666;14.004515916024614
211;Arcachon - La Teste-de-Buch;33;Nouvelle-Aquitaine;44.56035783532187;-1.1756594085901009;38658.0;6.083333331;15.736285713177091
212;Chemillé-en-Anjou;49;Pays de la Loire;47.23476620289955;-0.8328759192630772;37725.0;0.0;0.0
213;Brignoles;83;Provence-Alpes-Côte d'Azur;43.424045704695516;6.126857414323215;38326.0;2.0;5.218389604967907
214;Quimperlé;29;Bretagne;47.881358001625124;-3.5676590204411296;38016.0;0.25;0.657617845117845
215;Argentan;61;Normandie;48.73584609639652;-0.004739979756298907;35747.0;3.749999999;10.490390799227907
216;Sedan;08;Grand Est;49.669707703208324;4.966077482608073;36247.0;0.0;0.0
217;Thouars;79;Nouvelle-Aquitaine;46.97009802490875;-0.20113482833819263;35530.0;1.0;2.8145229383619474
218;Vitry-le-François;51;Grand Est;48.70887657853067;4.614589011682216;34013.0;1.666666666;4.900087219592509
219;Mayenne;53;Pays de la Loire;48.319707282830635;-0.6076922413136966;34952.0;2.0;5.722133211261158
220;Fécamp;76;Normandie;49.74717554071526;0.45731738735889954;33553.0;0.5;1.4901797156737102
221;Noeux-les-Mines;62;Hauts-de-France;50.475370482162006;2.6417246062289976;34625.0;0.0;0.0
222;Beaucaire;30;Occitanie;43.79004842682551;4.650342671435235;35494.0;1.0;2.817377584943934
223;Châteaudun;28;Centre-Val de Loire;48.07090021771778;1.2997898176420803;33615.0;0.5;1.4874312063067083
224;Millau;12;Occitanie;44.12718814941889;3.0921927687725423;35263.0;1.607575757;4.5588173354507555
225;Thiers;63;Auvergne-Rhône-Alpes;45.85522425982818;3.5740752129822777;33756.0;0.0;0.0
226;Figeac;46;Occitanie;44.619819831261374;1.9787256025936515;34663.0;1.0;2.8849205204396617
227;La Ferté-Bernard;72;Pays de la Loire;48.141736469968826;0.6480494797140461;33395.0;0.666666666;1.996306830363827
228;Châteaubriant;44;Pays de la Loire;47.69199401575155;-1.3859235213775007;34163.0;2.5;7.317858501888007
229;Loudéac;22;Bretagne;48.17521494473421;-2.711075373852882;34369.0;1.0;2.909598766330123
230;Bernay;27;Normandie;49.0519496021494;0.5958993850052904;32437.0;2.0;6.165798316737059
231;Pornic;44;Pays de la Loire;47.13481632947717;-2.0640715002631422;39085.0;2.2;5.62875783548676
232;Caudry;59;Hauts-de-France;50.10931942348868;3.419893041315597;31148.0;0.0;0.0
233;Sarlat-la-Canéda;24;Nouvelle-Aquitaine;44.87799039895966;1.2341698088136388;32377.0;0.0;0.0
234;Avranches;50;Normandie;48.682636831793566;-1.3205773457034986;32449.0;4.683333331;14.432904961632099
235;Berck;62;Hauts-de-France;50.412750200096035;1.6725051101588764;31084.0;2.0;6.434178355424013
236;Hazebrouck;59;Hauts-de-France;50.714151316009016;2.510220196053361;32571.0;6.869047624;21.089458794633263
237;Pont-Audemer;27;Normandie;49.33183161444482;0.5421964013365252;31468.0;1.2;3.8133977373840096
238;Trouville-sur-Mer;14;Normandie;49.31150753247667;0.12020977159513219;32576.0;3.833333333;11.767354288433202
239;Autun;71;Bourgogne-Franche-Comté;46.97516946827603;4.252731972587309;31200.0;2.833333333;9.081196580128205
240;Remiremont;88;Grand Est;48.00255479263947;6.613743809082086;31052.0;2.5;8.0510112070076
241;Parthenay;79;Nouvelle-Aquitaine;46.659208414910005;-0.23077876940421177;30391.0;0.0;0.0
242;Noyon;60;Hauts-de-France;49.6096943307091;3.0211912155249476;29768.0;2.0;6.718624025799516
243;Ambérieu-en-Bugey;01;Auvergne-Rhône-Alpes;45.9649289446345;5.39873177984696;32978.0;2.0;6.064649160046091
244;Château-Gontier-sur-Mayenne;53;Pays de la Loire;47.822857608671875;-0.7068054820705254;30533.0;2.0;6.5502898503258775
245;Villefranche-de-Rouergue;12;Occitanie;44.35286824371953;2.0159766312272964;30080.0;3.0;9.973404255319148
246;Friville-Escarbotin;80;Hauts-de-France;50.08012156650385;1.577176014232251;29321.0;0.0;0.0
247;Étaples - Le Touquet-Paris-Plage;62;Hauts-de-France;50.521859634758464;1.689662763302769;30387.0;4.083333333;13.437763954980749
248;Eu;76;Normandie;49.998060639056895;1.4253629782644581;28530.0;0.0;0.0
249;Sallanches;74;Auvergne-Rhône-Alpes;45.94394569338707;6.666098201476735;31270.0;2.5;7.99488327470419
250;Val de Briey;54;Grand Est;49.24680683340095;5.887168807349464;30001.0;1.0;3.3332222259258026
251;Digne-les-Bains;04;Provence-Alpes-Côte d'Azur;44.101295231358655;6.281787157341638;31077.0;0.666666666;2.1452092093831454
252;Nogent-le-Rotrou;28;Centre-Val de Loire;48.330744715517234;0.835828271621735;28468.0;3.983333333;13.992318859772375
253;Oloron-Sainte-Marie;64;Nouvelle-Aquitaine;43.14402189234475;-0.677590061557269;29567.0;2.65;8.962694896337133
